"","X14.3.3_beta","X14.3.3_epsilon_Caution","X14.3.3_zeta","X4E.BP1","X4E.BP1_pS65","X4E.BP1_pT37_T46","X4E.BP1_pT70","X53BP1","A.Raf_pS299_Caution","ACC_pS79","ACC1_Caution","Acetyl.a.Tubulin..Lys40._Caution","ACVRL1_Caution","ADAR1","Akt","Akt_pS473","Akt_pT308","alpha.Catenin","AMPK_alpha_Caution","AMPK_pT172","Annexin.1","Annexin_VII","AR","ASNS","ATM","B.Raf_Caution","B.Raf_pS445","Bad_pS112","Bak_Caution","Bap1.c.4","Bax","Bcl.2","Bcl.xL","Beclin_Caution","beta.Catenin","beta.Catenin_pT41_S45","beta.Actin_Caution","Bid_Caution","Bim.CST2933.","Bim.EP1036.","BRCA2_Caution","c.Jun_pS73","c.Kit","c.Met_Caution","c.Met_pY1235","c.Myc_Caution","C.Raf.BD610151._Caution","C.Raf.MP05.739.","C.Raf_pS338","Caspase.7_cleavedD198_Caution","Caspase.8_Caution","Caveolin.1","CD20._Caution","CD31","CD49b","CDK1","Chk1_Caution","Chk1_pS345_Caution","Chk2","Chk2_pT68_Caution","cIAP_Caution","Claudin.7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","Cyclin_E2_Caution","Di.Ras3_Caution","DJ.1","Dvl3","E.Cadherin","eEF2_Caution","eEF2K","EGFR","EGFR_pY1068_Caution","EGFR_pY1173","eIF4E","eIF4G_Caution","ER.alpha","ER.alpha_pS118","ERCC1_Caution","ERK2_Caution","ETS.1","FASN","Fibronectin","FoxM1","FOXO3a_Caution","FOXO3a_pS318_S321_Caution","FRA1_Caution","G6PD","Gab2","GAPDH_Caution","GATA3","GSK.3.BETA_Caution","GSK3.alpha.beta","GSK3.alpha.beta_pS21_S9","GSK3_pS9","HER2","HER2_pY1248_Caution","HER3","HER3_pY1289_Caution","Heregulin","HSP70_Caution","IGFBP2","INPP4B","IRS1","JAK2","JNK_pT183_Y185","JNK2_Caution","Ku80_Caution","Lck","MAPK_pT202_Y204","MDM2_pS166","MDMX_MDM4.BetIHC.00108._Caution","MEK1","MEK1_pS217_S221","MIG.6","Mre11_Caution","MSH2","MSH6_Caution","mTOR","mTOR_pS2448_Caution","MYH11","Myosin.IIa.pS1943","N.Cadherin","N.Ras","NDRG1_pT346","NF.kB.p65_pS536_Caution","NF2_Caution","Notch1","P.Cadherin_Caution","p14.Arf.BetA300.340A._Caution","p21","p27","p27_pT157_Caution","p27_pT198","p38.alpha.MAPK","p38_MAPK","p38_pT180_Y182","p53_Caution","p62.Lck.ligand_Caution","p70S6K","p70S6K_pT389","p90RSK_Caution","p90RSK_pT359_S363_Caution","p90RSK_pT573_Caution","PAI.1","PARP_cleaved_Caution","Paxillin_Caution","PCNA_Caution","PDCD4_Caution","PDK1","PDK1_pS241","PEA15","PEA15_pS116","PI3K.p110.alpha_Caution","PI3K.p85","PKC.alpha","PKC.alpha_pS657_Caution","PKC.delta_pS664","PKC.pan_BetaII_pS660","Porin","PR","PRAS40_pT246","PRDX1","PREX1","PTEN","Rab25","Rad50","RAD51","Raptor","Rb_Caution","Rb_pS807_S811","RBM15","Rictor_Caution","Rictor_pT1135","RSK1.2.3_Caution","S6_pS235_S236","S6_pS240_S244","SCD1","SETD2_Caution","SF2","Shc_pY317","SHP.2_pY542_Caution","Smac_Caution","Smad1","Smad3","Smad4","Snail_Caution","Src","Src_pY416_Caution","Src_pY527","STAT3_Caution","STAT3_pY705","STAT5.alpha","Stathmin","Syk","TAZ","TFRC","TIGAR","Transglutaminase","TSC1_Caution","TTF1","Tuberin","Tuberin_pT1462","VAV1_Caution","VEGFR2","VHL_Caution","XBP1_Caution","XRCC1_Caution","YAP_Caution","YAP_pS127_Caution","YB.1","YB.1_pS102"
"BT474_BREAST",0.776948,0.133628,0.258031,-0.6477,-0.480913,-0.211219,-0.659572,-0.658149,0.055229,2.326985,2.166904,-0.802838,-0.129687,-0.433271,1.154015,1.661112,0.611983,0.554318,-0.19022,-0.259761,-1.2957,-0.087795,2.18061,-0.1096,-0.352139,-2.593727,0.583644,-0.141398,-0.047744,-0.63355,-0.68468,1.035418,0.311165,-0.19421,-0.139246,-0.066006,0.043399,0.096407,0.921576,0.578289,-0.217882,-0.647224,0.463965,-0.245224,-0.175706,-0.734089,0.013814,0.615073,-0.104494,-0.357244,0.367741,-2.864655,-0.079975,0.129242,-0.38168,-0.308178,-0.155638,0.041232,0.079181,-0.507908,0.666646,2.834153,-0.199925,0.268026,0.047886,-0.363202,0.754977,-0.03044,0.008972,-0.663034,4.273629,0.541733,-1.041812,-1.145454,-0.40093,0.046507,0.124642,-1.983974,2.826188,0.517869,-0.01561,0.440924,0.02456,1.770562,-0.862037,-0.984489,0.641079,-0.236194,-0.52371,0.223039,-1.487531,0.096597,3.006655,1.0678,0.877245,1.740872,1.778305,3.465626,2.703822,0.552459,-0.011415,-0.257911,0.073846,2.035382,0.191337,-0.737258,-0.616,-0.621008,-0.104351,0.360119,-0.855472,-0.825852,0.595129,-0.334881,-0.287289,-0.640671,-0.190022,-0.056631,0.344504,0.579158,0.372745,0.372002,-0.149833,0.306177,-0.240249,-0.178046,0.536087,-2.194421,-0.17639,-0.610466,-0.298641,-0.770428,0.52787,0.142971,-0.167868,-0.360177,-0.10694,0.172802,-0.984018,0.837522,0.247549,1.697694,1.820595,0.615149,-0.267706,-0.428833,-0.680668,0.651737,-1.867053,0.286246,0.348545,-0.455652,0.135095,-0.00385,0.077747,-0.071744,0.277645,-0.768301,-1.325895,-0.414017,0.425773,-0.146275,0.034561,0.396402,0.08173,3.772547,1.515978,2.186221,-0.243749,0.321553,0.272089,-0.170628,-0.157444,-0.266302,-1.421802,0.149155,0.939845,1.297184,1.869509,0.153093,-0.314718,0.140724,0.121066,-0.559985,0.234625,0.316553,-0.279211,0.244496,-0.41534,-0.728148,-0.884879,0.132369,0.109565,-0.762044,0.724609,0.216268,1.805115,-0.571275,0.9591,-0.273937,-0.227143,0.054914,0.326829,0.549474,-0.065356,0.167518,-1.096166,1.737479,-0.11259,-0.027335,0.722628,1.913122,-0.175997,0.098205
"MDAMB415_BREAST",-0.078191,0.03522,-0.642177,-0.991251,-0.397921,-0.555012,-0.53992,-0.280413,0.736394,0.541407,2.143324,0.130723,0.181013,0.974981,-0.090154,2.551186,2.277217,0.715185,-0.055674,-0.377474,-0.209384,0.227859,1.926844,-0.575966,-0.956472,0.521011,0.178159,-0.01096,1.219845,-0.711275,-0.653275,0.062809,-0.318557,-0.091533,0.348636,0.268948,0.292279,-0.155878,-0.220541,-0.007109,0.075084,-0.134177,1.568602,-0.270051,-0.111347,-0.335268,0.108189,-0.459154,-0.364791,0.884931,-0.517006,-1.161861,0.228662,0.244444,0.18189,-0.386695,-0.899298,-0.0202,0.27232,0.116425,-0.48179,3.470865,0.055144,-1.577887,-0.485251,0.028805,-0.035261,0.421139,-0.260576,-0.409031,5.458931,-0.830061,0.300854,-1.333224,-0.43032,-0.063937,-0.273094,-0.758947,1.83464,0.571104,-0.225873,-0.221787,0.051393,1.253768,-0.583697,-0.629299,0.368695,0.216521,-1.014365,0.612342,-0.473794,0.172845,4.486492,-0.226362,-0.092961,-0.311348,-0.280935,0.637831,0.207506,0.690949,0.050685,-0.003768,0.387233,1.529736,0.267652,-0.360618,0.03151,0.486077,0.017147,0.062457,-0.339231,-0.685123,-0.533235,-0.281875,-0.439088,-0.543844,-0.278767,0.084968,-0.264054,-0.897185,0.261546,-0.114222,-0.396841,1.053162,-0.365723,-0.00366,-0.718663,-0.318776,-0.156535,-0.470806,0.123772,0.317954,-0.004949,0.412048,0.124841,0.039897,0.132969,0.688878,0.739484,0.344692,0.05331,-0.222973,-0.344471,0.523055,0.172162,-0.209766,0.216774,-0.013459,-0.387962,-0.047615,3.706392,-0.015671,-0.019352,-0.568099,0,0.142736,0.405202,-0.14214,-0.00976,0.01097,0.107414,0.445597,0.169011,0.160772,0.619818,1.712766,-1.737276,1.383496,-0.631622,0.095041,-0.48313,-0.382711,-0.854489,0.240894,-0.081908,-0.287321,1.276375,0.606495,0.642247,-0.011777,-0.046099,-0.279412,0.170598,-0.013373,-0.065407,0.031151,-0.038563,0.586257,-0.056317,0.721054,-0.409899,0.021203,0.279343,0.156003,-0.624352,0.00215,-1.537747,-0.374343,-1.47524,-0.357432,-0.28666,-0.899541,-0.275326,0.409182,0.432472,0.335019,1.382743,5.068854,0.021622,0.067491,-0.305207,-0.708101,-0.143501,-0.520367
"MDAMB468_BREAST",-0.220149,-0.034475,0.273538,-0.249141,0.519542,0.181474,-0.14163,-1.439674,0.155442,-0.516982,-1.336211,-0.01138,-0.12551,-0.291695,-0.109009,3.053906,2.376356,-1.148883,-0.4208,-0.414333,0.838581,-0.144832,-0.336512,0.487717,-1.667679,0.210876,0.135067,0.419972,-0.134483,0.038529,-0.200414,-0.169682,-0.480886,-0.10028,-0.350056,-0.173107,0.479273,-0.034855,0.260708,0.167513,-0.241635,0.050071,-0.078924,-0.171961,-0.053296,-0.499508,-0.79634,-0.170772,0.142089,0.113443,0.093076,-0.892496,-0.06139,-0.096514,-0.166814,-0.43753,0.718637,0.303581,0.262686,0.01297,-0.053347,2.877077,0.552299,0.065768,-0.194707,0.369604,0.204125,-0.08939,-0.245192,0.13739,3.20904,-0.423751,-0.702745,3.37221,1.890111,0.401052,0.129427,-0.015981,-0.014061,-0.114881,-0.273176,0.043162,-0.289122,0.3218,-0.772139,0.225297,0.534804,0.425224,-0.590543,0.080594,1.884576,-0.327959,1.445171,0.413094,0.18696,0.577474,0.289513,-2.158206,0.477379,0.486729,0.001241,-0.308378,-0.139038,-0.472111,-0.066985,-0.308878,-0.122499,0.157425,0.599858,-0.317847,-0.643636,0.968664,0.357231,-0.208416,0.291285,0.09914,0.070215,-0.048064,0.422761,0.557844,-0.222264,0.261395,-0.385418,0.14736,-0.768634,-0.060525,0.169199,0.666713,-0.092745,0.159984,0.379837,1.347743,0.329741,-0.120268,0.110387,0.061241,0.304206,0.390976,0.674017,1.697033,0.591019,-0.311369,1.099678,0.792816,0.173668,1.263034,-0.444036,0.027405,-0.486377,0.709408,0.171389,-0.366371,-0.355848,-0.193221,-0.25786,-0.340422,-0.085058,-0.619668,-1.327269,-0.249211,0.689014,-0.691479,-0.068033,0.708847,-0.291721,-0.44406,-3.129454,1.238331,-0.48127,0.032637,6.9e-05,-0.94965,-1.445484,-0.008024,-0.009677,0.457331,1.083319,1.948254,1.915504,0.049278,-0.074492,0.010498,0.44391,0.068526,-0.846262,0.274385,-0.216899,-0.319079,-0.079936,-0.423422,0.421188,0.754429,1.029349,0.799604,0.869258,0.605635,2.080222,-0.061407,-0.731972,-0.348771,-0.26308,-0.024703,-0.272001,-0.349887,0.010878,-0.170579,-0.351435,1.985379,-0.062493,0.305845,0.491162,1.292609,-0.000843,0.273761
"CAL851_BREAST",-0.173878,-0.111235,-0.131147,-0.456831,0.427919,0.238743,0.645635,-0.482194,1.135013,-1.442066,-1.216649,0.421489,-0.222698,0.045214,-0.692114,-0.549576,-0.491899,0.868068,-0.185067,-0.92392,1.243368,0.354712,-0.271102,-0.972831,-1.666488,-0.771471,-1.023433,-0.079982,0.005692,-0.630668,-0.461574,-0.937316,-0.124975,-0.346711,0.909644,0.207469,1.163197,0.019427,0.462215,0.335521,0.24719,0.586712,-0.294169,1.096449,-0.10772,0.634178,-1.013623,-0.53527,-0.116286,0.304401,0.21185,2.362602,-0.566595,1.232742,2.414249,0.162945,-0.68457,-0.2549,-0.519735,-0.249297,0.012309,3.872813,1.629886,0.345316,0.209042,0.989967,0.29495,-0.149522,-0.767847,0.212538,3.671703,-0.728206,-0.184352,1.689097,1.189898,-0.153714,-0.129352,-0.425607,-0.094864,-0.224487,0.636498,0.306384,-0.108334,-1.172948,2.253713,0.113188,0.717276,-0.110266,1.084787,1.241469,0.019473,-0.386288,0.908012,-0.563236,-0.697421,-0.392193,-0.62646,0.988908,1.063255,-0.206493,-0.061753,-0.641432,0.207132,-0.311048,-0.024947,-0.251555,-0.408544,0.983714,0.064009,-0.525452,0.050748,-0.448602,0.095043,-0.432723,-0.060158,-0.510449,0.14495,-0.153255,-0.006419,-0.072711,-0.86914,-0.295423,0.444204,-0.525639,0.148606,0.068418,0.104763,0.001449,-0.228838,0.662657,2.247314,2.123881,-0.078613,-0.561867,0.048688,-0.152486,0.190915,0.177652,-0.031681,2.073281,0.755717,-0.528286,0.764073,-0.100656,-0.050029,0.356848,4.021284,0.689336,-0.232771,0.429386,-1.698557,-0.285484,-0.615571,0.286041,-0.287212,-0.546725,-0.42506,-0.909589,-0.886737,-0.430094,-1.01534,-1.107288,0.136679,0.567253,0.754148,-0.25453,-0.778696,1.737692,-0.242541,0.488228,-0.576173,-0.566767,1.321004,-0.664494,0.097649,0.175055,-0.038393,0.242884,0.45851,-0.076603,1.725728,-1.098037,0.586921,0.523213,0.912071,-0.46838,0.300965,-0.371627,1.133269,-0.30402,-0.17083,-0.096696,0.486227,1.695076,0.54775,-0.174443,2.321653,0.185808,1.903765,0.175494,1.42406,0.017195,-0.273903,-1.115936,-0.343061,0.275918,0.837948,-0.025885,-0.430762,-0.262779,0.231815,0.918823,0.319674,0.206713
"UACC812_BREAST",-0.12236,0.018749,0.315301,-0.067238,0.398041,0.679467,-0.148519,-0.418316,0.439178,0.107837,0.088415,-0.067454,-0.283425,0.679863,0.266475,2.916347,2.034014,0.343979,0.056106,-0.376239,-1.843699,0.075199,-0.156631,0.119482,-0.236804,0.290001,0.123989,-0.291174,-0.203245,-0.323033,0.004408,-0.329234,-0.397175,0.135527,-0.196971,-0.047764,-0.695856,-0.170326,-0.466627,-0.184547,-0.041981,-0.079791,-0.089314,-0.26428,-0.098225,-0.047946,-0.547072,0.000705,0.097731,-0.521028,-0.532801,-3.992186,-0.197383,-0.147926,0.242296,-0.368372,-0.389323,-0.206958,-1.726232,-0.363062,0.114354,1.392255,0.350095,0.177695,-0.0295,0.032315,0.123103,-0.120832,0.260602,0.180238,3.751465,-0.260181,0.248657,-1.638904,2.733676,-0.177849,-0.074986,0.090153,2.276967,0.339272,-0.239014,0.299653,-0.627574,0.707044,-0.698453,-0.64265,0.282955,-0.047622,-0.412479,1.094235,1.003191,0.663469,3.575188,0.648564,0.309333,1.219243,1.069729,5.116361,4.393102,1.452884,1.097451,-0.365328,-0.024972,2.766305,-0.028152,0.084005,-0.349034,-0.134025,0.795044,-0.555223,-1.105069,0.437227,0.37306,0.770323,0.069087,-0.374647,0.328842,-0.06802,-0.074389,-0.262294,0.293649,0.496928,-0.178597,-0.516959,-0.819154,-0.379067,0.775563,-0.017965,-0.573241,-0.248465,-0.473343,-0.863726,1.018528,0.432357,-0.068554,0.020194,0.7121,1.107974,-0.518213,-0.70931,-1.225614,0.467017,1.874994,0.084078,0.15994,-0.138725,-0.953095,-0.02805,0.459802,-0.306305,2.264349,0.481631,0.764189,0.208499,-0.288183,-0.010132,0.056183,-1.054533,-1.325401,-0.103192,0.044295,-1.244626,0.990896,0.542788,-0.225231,2.002286,0.615386,1.134757,0.373803,-0.098931,-0.027387,0.159859,0.505149,-0.639434,0.107582,0.523167,0.216804,1.959211,1.852624,-0.141807,-0.193953,-0.38335,0.705267,0.35265,-0.327739,0.060285,-0.364902,-0.089069,0.019719,1.073606,0.414037,1.046828,-0.398123,-0.319549,-0.426801,-0.1875,0.993259,-0.223548,-0.119679,-0.35064,0.085376,0.103479,-0.349272,0.479069,0.809435,-0.216934,1.205467,2.159599,-0.310841,-0.003104,0.185922,0.552665,-0.104269,-0.279869
"CAL148_BREAST",0.139363,0.056533,-0.226143,-0.026084,0.209709,0.131478,-0.105049,0.616124,0.679369,0.365533,0.324068,0.652753,-0.045072,0.363071,0.223314,4.369347,2.788605,0.542614,-0.341569,-1.558932,-1.297725,-0.21198,1.881368,-1.029489,-0.318522,0.620156,0.644466,-0.234523,-0.050497,0.098942,0.631831,-0.772329,-0.268159,0.011944,0.191395,0.370979,-1.198935,0.031494,1.315346,1.430349,0.03755,-0.335908,1.490182,-0.085327,-0.031389,-0.301061,0.687507,0.174013,-0.238268,-0.520968,-0.140023,-2.819301,0.0747,0.321393,-0.138533,-0.133099,-0.011053,0.011472,0.033191,-0.271992,0.198816,3.620512,-0.564165,0.114551,-0.267284,0.452746,0.459732,-0.018872,0.191069,0.093468,2.532536,-0.532016,0.303053,-0.9472,-0.483204,-0.012165,-0.169968,-0.726018,0.266651,0.260941,-0.096288,-0.632037,-0.18538,0.423143,-1.206427,0.031757,-0.021751,0.172706,-0.948198,-0.37898,-1.534709,-0.036519,0.418199,0.562904,0.441728,0.093273,-0.374274,0.275263,0.281007,0.820392,-0.018512,-0.027921,0.006266,0.33719,-0.512257,-0.367672,-0.099703,-0.216652,0.111917,-0.298329,-1.081394,0.297452,-0.415012,1.04909,-0.420503,-0.585603,-0.212734,0.281124,0.540333,0.485101,-0.027545,-0.017865,-0.916333,-1.280786,-0.425078,0.075983,-0.275481,-0.493155,-0.671213,-0.179861,0.155728,-0.520265,-0.348325,1.17715,-0.115013,0.20933,0.081731,0.411938,-0.553748,-0.32559,-1.174341,0.415571,-0.054501,0.549984,0.159413,0.853813,-0.811489,0.421678,-1.032704,0.606132,1.659892,0.779109,0.860513,-0.130437,-0.296296,-0.054806,0.0107,-0.211942,-0.343583,0.013675,0.112978,-0.369103,0.463563,0.023611,0.096105,-0.356524,-1.742178,1.633406,0.133643,0.066013,-0.129232,-0.625411,-1.635663,-0.246046,-0.304684,-0.03701,0.652317,-0.418691,-0.833597,0.036171,-0.044438,0.312016,-0.123035,-0.435802,-0.385089,0.435976,-0.594524,0.081517,-0.455898,1.196753,-0.556491,-0.370073,0.573138,-0.32712,-0.214608,-0.055168,1.552292,-0.606027,-1.51275,-0.245289,-0.330967,-0.018906,0.075787,0.558253,0.036881,-0.045182,0.060924,1.039848,-0.072051,0.473225,-0.498352,-1.470915,-0.408396,-0.455894
"MDAMB134VI_BREAST",0.233718,0.497402,0.105809,1.322523,1.62989,1.464476,1.011731,1.439454,0.004232,-0.145544,-0.596985,-0.16822,0.000316,0.270728,-0.183903,-1.554675,-0.909072,-0.728951,0.198566,-0.128272,-1.624851,0.407467,2.269904,-0.250235,0.246691,1.608062,1.331686,0.023346,0.178315,-0.113493,0.033735,2.209705,0.566265,-0.027309,-2.879243,-0.269733,-0.595831,0.095994,1.410345,1.163743,0.807005,-0.19877,-0.042467,-0.224818,0,-0.553038,-0.352671,-0.318034,-0.029837,-0.16684,-0.477809,-3.168449,0.095503,-0.049963,-0.827207,-0.091936,-0.524108,0.257048,0.390191,-0.130133,-0.379407,2.367731,-0.195802,-0.350447,0.873536,-0.340179,0.839753,-0.00397,0.3919,-0.377278,-0.793524,0.186299,0.713429,-0.980296,-0.348578,0.094862,0.099745,-0.847299,5.693359,2.936078,0.315942,-0.014881,0.331226,-0.010985,-0.085074,0.325254,-0.236076,0.029988,-0.498342,1.418248,1.620311,0.638764,4.195937,0.275913,0.439718,0.964053,0.98643,0.153159,-0.041774,1.600575,0.208877,0.103209,0.775473,1.827507,0.080832,0.884366,0.937129,0.893752,1.565907,0.432565,-0.436543,-0.458664,0.829124,0.645124,-0.032123,-0.405499,-0.088315,-0.051181,0.053808,0.681013,0.407521,0.255119,-0.04633,-0.753914,0.002004,-0.027675,-0.604694,-1.337497,-0.504351,-0.638098,-0.130058,-0.114044,-0.128798,0.64767,0.15475,-0.069805,-0.176306,-0.322275,0.088245,-0.233193,-0.691102,-0.490319,0.312901,-0.232126,0.023072,-0.229238,-0.573022,-0.043987,-1.704041,-0.240254,0.4399,0.281831,0.255584,0.212597,0.090223,0.107343,-0.170868,-0.906402,-1.764799,-0.218147,-0.806004,1.117946,0.027254,-0.205499,-0.068182,2.19605,0.758505,1.334803,-0.164168,-0.141444,0.35973,-0.079228,0.084002,0.024984,-0.104411,0.334264,-0.428776,0.132171,0.868916,0.083793,-0.060356,0.282466,-0.321419,-0.023647,0.773875,0.789627,0.003859,-0.047964,0.343099,-0.192127,-0.509362,-0.48742,0.460184,0.389507,-0.265612,0.14987,-1.5434,-0.352241,-0.476603,-0.136241,-0.147457,-0.912307,0.630106,0.293914,0.47459,0.332358,2.373158,2.19179,0.03028,0.603076,-0.864199,-2.664116,-0.005496,-0.343286
"HCC1500_BREAST",0.32836,-0.005714,-0.026202,-0.169227,0.147373,0.286818,-0.102718,-0.136381,0.409853,0.114091,-0.691789,-0.022845,0.168037,-0.114636,0.017559,-1.31013,-1.000914,0.638971,0.338965,0.450412,-1.381967,-0.071711,3.113119,0.596712,-3.676124,-0.570011,0.744294,-0.265786,-0.109121,-0.16716,0.690932,3.292785,0.273678,0.213359,0.470433,0.227604,-0.852636,0.014165,2.172787,1.786374,-0.042738,-0.096484,-0.161741,-0.236089,-0.088541,0.287441,0.531802,0.197459,-0.275824,0.331443,-0.45852,-3.379585,0.065636,0.354836,0.347309,-0.161598,-0.632548,0.037126,0.361268,-0.246321,0.232121,2.235428,0.524043,0.256694,0.39027,-0.822129,0.372614,0.253026,0.134814,-0.130975,4.070718,-0.085954,-0.033598,-1.165421,-0.175307,0.003494,-0.061225,-0.484205,4.069878,0.905398,0.193283,0.207614,-0.013958,1.255631,-0.437919,-0.111973,-0.165185,-0.021884,-0.756007,0.969394,0.00523,-0.730941,4.34009,-0.321873,0.484273,0.16209,-0.481341,-0.028976,-0.056924,0.793366,0.039807,-0.22104,0.385477,3.551039,0.465865,-0.065969,-0.208836,0.201878,1.065129,-0.375729,-0.931299,-1.076028,0.460312,0.044557,-0.372016,-0.693821,0.034155,0.026679,-0.597375,-0.764029,0.251037,0.327797,-0.176587,-1.957805,0.01447,-0.017271,0.707162,-0.605845,-0.312881,-0.212926,-0.515382,-0.908823,1.092304,0.645595,0.125144,0.033593,0.355502,0.526996,-0.475361,-0.13535,-0.619778,-0.199392,0.38681,0.04722,-0.281973,-0.702874,-0.535711,-0.00182,-1.054531,-0.110825,-0.37527,0.166702,0.286282,-0.01724,-0.015996,0.580688,1.903125,-0.795365,-1.810613,-0.301092,-1.38477,0.381297,0.227352,-0.312068,0.604678,1.858445,0.98097,1.905002,0.06545,-0.000592,0.948924,-0.141335,-0.803396,0.255409,-0.734632,0.24687,0.114475,-0.070135,0.484781,0.043225,-0.198949,0.175182,0.263184,-0.076726,0.919926,0.196158,-0.244782,0.086928,0.136739,0.457454,-0.509442,0.25159,0.755474,-0.007566,-0.401287,-0.186373,-1.565197,-0.553143,0.378563,-0.119805,-0.490511,-0.160117,0.019028,0.3765,0.307697,0.242541,-0.161202,2.023056,0.118488,0.023256,-0.493696,-1.349769,-0.016367,-0.564714
"UACC893_BREAST",-0.099328,0.092439,-0.000268,0.461909,0.698914,0.702645,0.110398,-0.790954,0.674682,-0.287229,-0.583019,0.469079,0.04831,0.0872,-0.293236,3.699541,3.06257,0.526867,0.296688,-1.171724,-0.470465,0.743711,1.086134,-0.820827,-1.210142,-0.2362,-0.20657,0.348708,-0.266239,-0.250798,-1.156668,0.124783,-0.567884,-0.05616,-0.067221,0.156237,-0.388321,-0.09006,0.89105,0.529367,0.158135,0.140355,-0.204076,-0.040492,-0.022659,0.555375,-0.652745,-0.270381,0.274723,-0.130403,-0.487465,-2.642554,-0.252326,0.307367,-0.05674,0.080432,-0.101363,-0.114242,-0.184889,0.22169,-0.323527,2.834494,0.891317,0.017192,-0.220169,-0.335215,0.022075,-0.197665,0.779793,-0.448608,3.98067,-0.372885,-0.344259,-0.147998,3.623352,-0.00381,0.176221,-0.242003,0.555196,-0.127073,-0.224766,-0.987492,-0.652407,1.174407,-0.463876,0.43779,0.288454,0.041775,-1.1772,3.308586,1.533791,-0.48536,0.564172,0.779075,0.226653,1.483134,1.663139,5.014069,4.204083,0.748227,0.487328,0.167662,0.563171,0.120514,0.701713,-0.375109,-0.903678,0.46256,-0.185694,-0.48967,-0.946821,0.824649,-0.096001,-0.270061,0.525596,0.607777,-0.012955,0.046391,0.122142,0.345002,0.072207,0.5451,-0.420425,-1.47315,-0.401735,0.197309,1.550877,0.84388,-0.751214,-0.087791,1.930034,-0.758835,-0.626547,0.079889,0.369113,0.079805,-0.002842,0.137812,0.260348,0.006524,-0.141687,0.45649,2.058954,0.15608,0.412922,0.810611,-0.611628,0.052185,-0.081245,-0.696845,0.625016,0.173885,0.351521,-0.706611,-0.149748,-0.104643,-0.229017,-0.313047,-0.422927,-0.112821,0.012728,0.231676,0.006153,1.173527,0.775798,0.969182,-0.400043,1.128587,-0.143377,0.687539,-0.248436,-0.561978,0.240226,-0.412235,-0.05548,0.694691,0.304209,1.109064,1.195179,-0.032021,-0.305569,-0.249934,1.042033,0.845195,0.276875,-0.053896,-0.196547,0.346112,-0.274731,0.047503,0.373846,0.730262,-0.228926,-0.00035,-0.707594,-0.096026,-0.621126,-0.087913,0.317281,-0.058671,-0.660657,-0.426899,-0.318397,-0.311224,0.836618,0.620559,-0.498059,-0.359968,-0.083193,-0.498993,-0.3433,-0.783833,-0.138098,0.448448
"HCC1419_BREAST",-0.025481,-0.178159,0.913452,-0.190467,0.030607,0.082912,-0.044914,-0.850722,0.087116,0.179657,-0.184524,-0.256458,-0.096318,-0.288099,0.385955,0.38437,0.346684,0.213324,-0.125027,-0.3141,-1.754668,-0.000838,1.180039,-0.178142,-1.199857,0.801969,0.652227,0.328654,0.023913,-0.21787,-0.898076,0.183784,0.094994,-0.13901,0.535272,0.079659,-0.183498,-0.01251,-0.008762,0.010892,-0.13522,-0.257386,0.434407,-0.196409,-0.024029,-0.923005,-0.913944,0.251246,-0.148876,0.13357,-0.447624,-3.238004,-0.034304,0.024967,-0.812377,-0.359515,-0.853435,-0.155056,0.150103,0.084562,-0.201827,2.152775,-0.117785,-0.004923,0.033445,-1.061972,0.713161,-0.05318,0.122344,-0.26534,3.624909,0.733239,0.67247,-1.317258,4.497075,0.047911,0.047055,0.21157,2.03706,0.15401,0.071499,0.123514,0.205186,2.930336,-1.278736,0.06454,0.345947,-0.158412,-0.780645,1.258618,0.164142,1.029459,3.100642,0.206653,0.266118,1.371769,1.039967,5.157089,5.278537,2.058272,1.395013,-0.092309,0.373575,3.130281,0.120519,-0.059639,-0.577369,-0.192275,0.507055,-0.247452,-0.804403,-0.512735,0.621718,-0.21857,-0.072537,-0.444104,-0.268563,-0.059059,-0.476597,-0.479628,0.332421,0.593198,-0.469841,0.115268,-0.226796,-0.218679,0.180369,-0.180372,0.421985,-0.436485,-0.098171,-0.373294,0.412846,0.383966,0.149366,0.345861,-0.094222,0.011913,0.087191,-0.412764,0.319211,-0.247724,0.419724,0.624782,0.003242,-0.27014,-0.844633,-0.183746,-0.127071,-0.459049,0.213872,0.205219,0.229053,0.382613,0.018146,-0.24401,-0.725403,-1.576382,-1.843466,-0.026079,-0.428368,-0.229865,0.073532,0.296799,0.471944,1.785524,0.337128,0.569744,-0.520598,-0.212744,-0.001334,-0.284259,-0.052661,-0.238489,0.521494,0.61294,0.981206,1.956689,1.963056,1.34444,-0.18293,-0.117664,0.776256,0.813132,0.570123,0.17028,-0.225889,-0.352412,0.435655,-0.84088,0.733089,0.142311,-0.487018,-0.058732,-0.078485,-0.343513,-1.761383,-0.28642,0.009455,-0.274803,-0.485676,0.117679,-0.068197,0.243047,0.533128,0.310522,0.065014,-1.154039,0.225088,0.202486,-0.615312,-1.425356,0.00471,-0.012904
